age;plot;genus;species;spcode;Abund.n;biomass;basal.area;SLA;LDMC;LPC;CN;d15N;d13C;plot total abund;total plot biomass;total plot basal area
60;10;Acacia;collinsii;acacol;1;2.220.342.403;9.646.875;;;;;;;248;1.083.038.942;300.463.695
60;10;Acosmium;panamense;acopan;2;6.062.989.003;25.452;2.970.769;;0.084494;1.291.267.194;;;248;1.083.038.942;300.463.695
60;10;Alibertia ;edulis;aliedu;2;4.908.668.128;20.979;1.265.703.198;0.459742948;0.049039196;2.419.614.711;1.657.886.848;-3.316.398.102;248;1.083.038.942;300.463.695
60;10;Allophyllusc;occidentalisc;allocc;7;3.432.016.389;134.497.125;2.099.437.764;0.359100228;0.162861202;1.178.228.473;0.632992104;-3.242.396.408;248;1.083.038.942;300.463.695
60;10;Annona;purpurea ;annpur;1;1.251.303.113;45.486;3.639.125.683;;0.103011769;18.7;-0.1;-31.5;248;1.083.038.942;300.463.695
60;10;Annona;reticulata;annret;9;1.457.805.306;4.952.745;3.157.702;;0.153519;1.260.584.139;;;248;1.083.038.942;300.463.695
60;10;Piper;;piper;2;3.148.898.107;14.175;;;;;;;248;1.083.038.942;300.463.695
60;10;Tetracera;volubilis;tetvol;12;4.734.583.367;190.953;2.140.071.948;0.366752337;0.109598959;1.657.052.126;0.693435029;-3.286.169.678;248;1.083.038.942;300.463.695
60;10;Tabebuea;ochracea;taboch;39;4.837.130.268;1.707.843.375;2.504.885.737;0.380445551;0.156477776;1.138.577.505;0.608653508;-3.118.511.681;248;1.083.038.942;300.463.695
60;10;Brosimum ;alicastrum;broali;2;2.375.935.297;86.506.875;9.467.005;;0.137768;155.931.536;;;248;1.083.038.942;300.463.695
60;10;Bursera;simaruba;bursim;2;3.095.513.214;106.162.875;1.369.189;;0.114525;195.800.101;;;248;1.083.038.942;300.463.695
60;10;Casearia;nitida;casnit;2;7.402.615.948;3.050.775;1.828.060.425;0.333676846;0.128382657;1.630.502.496;317.633.646;-3.051.458.839;248;1.083.038.942;300.463.695
60;10;Casearia;sylvestris ;cassyl;25;2.501.903.067;896.923.125;1.870.259.948;0.372758373;0.082613197;1.564.706.476;1.753.426.299;-3.127.154.022;248;1.083.038.942;300.463.695
60;10;Cecropia;peltata;cecpel;1;5.043.722.941;1.587.915;;;;;;;248;1.083.038.942;300.463.695
60;10;Chomelia;spinosa;chospi;1;1.818.162.373;8.064;;;;;;;248;1.083.038.942;300.463.695
60;10;Cordia;panamensis;corpan;16;3.185.036.781;105.696.675;1.446.944;;0.105568;1.607.364.117;;;248;1.083.038.942;300.463.695
60;10;Cupania;guatemalensis;cupgua;8;3.506.999.554;140.679;1.607.786.836;0.470604537;0.111535669;185.430.729;1.801.078.484;-3.204.766.899;248;1.083.038.942;300.463.695
60;10;Enterolobium;cyclocarpum;entcyc;2;1.601.881.856;3.791.379.375;;;;;;;248;1.083.038.942;300.463.695
60;10;Guettarda;macrosperma ;guamac;2;8.352.906.711;33.744.375;;;;;;;248;1.083.038.942;300.463.695
60;10;Guazuma;ulmifolia;guaulm;3;9.904.596.815;2.513.471.625;;;;;;;248;1.083.038.942;300.463.695
60;10;Hirtella;racemosa;hirrac;1;2.513.263.701;10.780.875;;;;;;;248;1.083.038.942;300.463.695
60;10;Hymenaea;courbaril;hymcou;13;6.900.615.724;209.400.975;1.447.412.089;0.473490755;0.099555734;1.965.266.308;0.958379165;-3.115.389.923;248;1.083.038.942;300.463.695
60;10;Inga;vera;ingver;2;992.915.454;3.882.375;;;;;;;248;1.083.038.942;300.463.695
60;10;Jacquinia;nervosa;jacner;1;3.334.219.075;138.915;;;;;;;248;1.083.038.942;300.463.695
60;10;Luehea;speciosa;luespe;39;1.586.467.523;4.738.678.875;2.366.249.694;0.452931455;0.095137069;1.828.149.415;0.839142258;-3.066.728.073;248;1.083.038.942;300.463.695
60;10;Lonchocarpus ;rugosus;lonrug;1;2.513.263.701;10.780.875;;;;;;;248;1.083.038.942;300.463.695
60;10;Maclura;tinctoria;mactin;2;7.587.456.633;31.192.875;;;;;;;248;1.083.038.942;300.463.695
60;10;Malvaviscus;arboreus;malarb;15;3.862.060.775;163.485;2.303.860.938;0.257210392;0.147109386;1.302.330.571;1.649.020.069;-3.224.762.634;248;1.083.038.942;300.463.695
60;10;Manilkara;chicle;manchi;5;4.857.202.695;174.675.375;1.135.299.585;0.446487271;0.068106239;2.307.322.166;1.520.210.848;-3.197.048.813;248;1.083.038.942;300.463.695
60;10;Miconia;argentea ;micarg;6;9.052.223.337;314.330.625;1.114.554.721;0.393048702;0.073366025;1.993.380.189;2.094.121.389;-3.120.288.757;248;1.083.038.942;300.463.695
60;10;Ocotea;veraguensis;ocover;2;7.821.572.366;3.176.775;1.588.780.528;0.501187658;0.080339716;1.708.644.444;1.700.431.101;-3.408.454.422;248;1.083.038.942;300.463.695
60;10;Pseudobombax;;pseudobom;2;4.341.997.529;1.165.381.875;;;;;;;248;1.083.038.942;300.463.695
60;10;Randia;subcordata;ransub;2;3.268.337.443;14.655.375;;;;;;;248;1.083.038.942;300.463.695
60;10;Samanea ;saman;samsam;1;10.457.437;2.408.245.875;;;;;;;248;1.083.038.942;300.463.695
60;10;Simarouba;glauca;simgla;7;6.893.254.249;250.700.625;1.039.894.771;0.436934946;0.064591131;2.175.785.208;2.196.241.007;-3.070.708.138;248;1.083.038.942;300.463.695
60;10;Spondias ;mombin;spomom;10;2.731.457.793;7.117.464.375;;;0.113745;18.8;3.4;-30.3;248;1.083.038.942;300.463.695
60;11;Acacia;collinsii;acacol;2;3.794.791.457;16.734.375;;;;;;;154;1.112.958.941;2.701.004.513
60;11;Allophyllusc;occidentalisc;allocc;7;514.718.526;19.541.025;2.099.437.764;0.359100228;0.162861202;1.178.228.473;0.632992104;-3.242.396.408;154;1.112.958.941;2.701.004.513
60;11;Annona;purpurea ;annpur;1;5.123.273.935;161.035.875;;;;;;;154;1.112.958.941;2.701.004.513
60;11;Calycophyllum;candidissimum;calcan;22;1.827.714.143;52.141.005;2.161.731.376;0.23139993;0.24216852;2.139.758.979;45.951.826;-2.967.232.216;154;1.112.958.941;2.701.004.513
60;11;Capparis ;frondosa;capfro;3;6.571.453.227;2.855.475;1.041.500.039;0.499944008;0.083377459;177.591.168;6.726.022.663;-3.188.663.757;154;1.112.958.941;2.701.004.513
60;11;Casearia;sylvestris ;cassyl;7;2.479.075.834;101.871;1.486.239.424;0.430533021;0.09285262;226.840.519;1.796.420.279;-3.105.020.035;154;1.112.958.941;2.701.004.513
60;11;Chomelia;spinosa;chospi;1;3.728.022.905;121.086;;;;;;;154;1.112.958.941;2.701.004.513
60;11;Coccoloba ;guanacastensis;cocgua;1;1.648.465.113;582.435;1.084.407.232;0.494196259;0.066395027;2.321.391.076;323.244.113;-3.173.436.821;154;1.112.958.941;2.701.004.513
60;11;Cochlospermum;vitifolium;cocvit;1;1.993.652.829;544.705.875;;;;;;;154;1.112.958.941;2.701.004.513
60;11;Cornutia;;cornutia;1;194.730.644;8.575.875;;;;;;;154;1.112.958.941;2.701.004.513
60;11;Cordia;panamensis;corpan;1;5.140.788.146;20.482.875;;;;;;;154;1.112.958.941;2.701.004.513
60;11;Cupania;guatemalensis;cupgua;1;2.220.342.403;9.646.875;155.248.108;0.43250116;0.106128163;2.565.781.555;2.234.777.632;-3.086.379.898;154;1.112.958.941;2.701.004.513
60;11;Genipa;americana;gename;1;2.826.326.222;11.977.875;2.208.000.805;0.262885959;0.118050484;1.914.114.962;1.855.856.719;-3.235.888.947;154;1.112.958.941;2.701.004.513
60;11;Guettarda;macrosperma ;guamac;1;793.547.701;2.384.235;;;;;;;154;1.112.958.941;2.701.004.513
60;11;Guazuma;ulmifolia;guaulm;2;2.357.174.254;83.671.875;;;0.106338333;1.912.231.538;2.5;-29.6;154;1.112.958.941;2.701.004.513
60;11;Hirtella;racemosa;hirrac;26;1.776.600.029;63.174.825;2.157.884.714;0.400924;0.065015;2.912.846.883;;;154;1.112.958.941;2.701.004.513
60;11;Hymenaea;courbaril;hymcou;3;7.346.540.834;31.523.625;1.447.412.089;0.473490755;0.099555734;1.965.266.308;0.958379165;-3.115.389.923;154;1.112.958.941;2.701.004.513
60;11;Inga;vera;ingver;1;9.764.344.408;36.414;;;;;;;154;1.112.958.941;2.701.004.513
60;11;Lonchocarpus ;rugosus;lonrug;1;1.574.449.053;70.875;;;;;;;154;1.112.958.941;2.701.004.513
60;11;Luehea;speciosa;luespe;8;5.310.138.714;15.506.505;279.188.689;0.379649913;0.096017812;1.995.163.363;2.188.504.033;-3.169.571.213;154;1.112.958.941;2.701.004.513
60;11;Malvaviscus;arboreus;malarb;5;1.112.622.654;4.821.075;2.438.790.539;0.22287485;0.141544875;1.583.361.105;3.739.030.304;-3.219.263.161;154;1.112.958.941;2.701.004.513
60;11;Manilkara;chicle;manchi;3;2.622.108.948;614.698.875;1.135.299.585;0.446487271;0.068106239;2.307.322.166;1.520.210.848;-3.197.048.813;154;1.112.958.941;2.701.004.513
60;11;Mouriri;myrtilloides;moumyr;1;2.220.342.403;9.646.875;;;;;;;154;1.112.958.941;2.701.004.513
60;11;Picramnia ;quaternaria;picqua;4;3.110.653.912;11.401.425;1.775.343.834;0.526173771;0.094782014;1.871.792.453;1.232.383.416;-315.169.149;154;1.112.958.941;2.701.004.513
60;11;Pithecellobium;dulce;pitdul;13;7.328.128.688;2.868.705;;;;;;;154;1.112.958.941;2.701.004.513
60;11;Randia;thurberi;ranthu;1;2.513.263.701;10.780.875;;;;;;;154;1.112.958.941;2.701.004.513
60;11;Bursera;simaruba;bursim;1;4.556.285.295;1.143.142.875;;;;;;;154;1.112.958.941;2.701.004.513
60;11;Sebastiania ;pavoniana;sebpav;1;116.885.889;337.435.875;1.713.781.772;0.415754383;0.082246063;1.390.029.276;0.013921144;-3.035.162.056;154;1.112.958.941;2.701.004.513
60;11;Sideroxylon ;capiri;sidcap;1;4.509.598.106;8.932.021.875;13.874.375;;0.084009622;22.3;-0.2;-32.8;154;1.112.958.941;2.701.004.513
60;11;Stemmadenia;obovata;steobo;4;1.937.700.687;77.182.875;185.881;;0.178896;1.020.968.157;;;154;1.112.958.941;2.701.004.513
60;11;Swartzia ;cubensis;swacub;9;4.876.613.429;189.921.375;2.175.243;;0.191314;1.458.002.386;;;154;1.112.958.941;2.701.004.513
60;11;Tabebuea;ochracea;taboch;2;180.560.617;6.622.875;2.504.885.737;0.380445551;0.156477776;1.138.577.505;0.608653508;-3.118.511.681;154;1.112.958.941;2.701.004.513
60;11;Tetracera;volubilis;tetvol;16;1.531.103.158;55.548.675;25.831.863;0.276635991;0.121439923;1.948.494.624;1.930.675.569;-329.043.988;154;1.112.958.941;2.701.004.513
60;11;Zanthoxylum;setulosum;zanset;2;4.684.375.913;20.167.875;1.626.042;;0.140695;1.577.234.718;;;154;1.112.958.941;2.701.004.513
90;12;Acacia;collinsii;acacol;1;2.990.487.523;12.6;;;;;;;289;143.103.196;399.204.855
90;12;Albizzia;adinocephala;albadi;1;4.490.722.028;18.144;;;;;;;289;143.103.196;399.204.855
90;12;Alibertia ;edulis;aliedu;1;7.663.616.189;29.302.875;1.265.703.198;0.459742948;0.049039196;2.419.614.711;1.657.886.848;-3.316.398.102;289;143.103.196;399.204.855
90;12;Allophyllusc;occidentalisc;allocc;1;8.829.680.712;33.271.875;2.099.437.764;0.359100228;0.162861202;1.178.228.473;0.632992104;-3.242.396.408;289;143.103.196;399.204.855
90;12;Astronium;graveolens ;astgra;16;5.863.204.059;233.73;2.358.768;;0.1579846;1.417.650.605;;;289;143.103.196;399.204.855
90;12;Ateleia;herbert-smithii;ateher;7;626.653.326;22.212.225;1.293.277;;0.135689;1.232.832.577;;;289;143.103.196;399.204.855
90;12;Bursera;simaruba;bursim;15;3.511.176.733;8.948.827.125;2.033.617.275;0.241431789;0.169781997;1.308.879.774;0.964060743;-318.976.548;289;143.103.196;399.204.855
90;12;Calycophyllum;candidissimum;calcan;27;1.109.124.673;34.055.595;91.55;0.259799225;0.107666408;2.137.181.942;3.474.662.175;-2.876.033.089;289;143.103.196;399.204.855
90;12;Capparis ;indica;capind;15;1.660.101.949;57.199.275;4.336.054;;0.11735;1.329.675.976;;;289;143.103.196;399.204.855
90;12;Chomelia;spinosa;chospi;9;3.706.208.547;1.144.497.375;304;;0.081325;1.435.588.127;;;289;143.103.196;399.204.855
90;12;Cochlospermum;vitifolium;cocvit;5;2.508.214.998;6.124.757.625;58.55;0.328021517;0.105891824;171.644.105;2.268.121.526;-2.782.635.887;289;143.103.196;399.204.855
90;12;Cordia;panamensis;corpan;5;240.903.097;750.337.875;1.446.944;;0.105568;1.607.364.117;;;289;143.103.196;399.204.855
90;12;Coursetia ;elliptica;coursetia elliptica;26;2.576.575.039;883.976.625;244;;0.1330675;140.542.708;;;289;143.103.196;399.204.855
90;12;Erythroxylon;havanense;eryhav;5;3.819.225.945;14.056.875;;;;;;;289;143.103.196;399.204.855
90;12;Exostema;mexicanum;exomex;28;1.204.803.787;3.686.752.125;37.4;0.241237988;0.166516439;1.305.609.831;2.363.866.954;-2.946.441.429;289;143.103.196;399.204.855
90;12;Genipa;americana;gename;2;8.529.526.406;27.116.775;;;0.104514;16;2.3;-29.6;289;143.103.196;399.204.855
90;12;Guazuma;ulmifolia;guaulm;1;8.958.360.484;2.362.633.875;40.9;0.37175597;0.137730553;1.585.730.562;482.489.706;-2.967.900.589;289;143.103.196;399.204.855
90;12;Guettarda;macrosperma ;guamac;4;4.886.678.122;154.35;;;0.109214;1.409.419.557;;;289;143.103.196;399.204.855
90;12;Jacquinia;nervosa;jacner;12;2.575.147.817;86.169.825;;;0.056725;46.3;1.7;-30.6;289;143.103.196;399.204.855
90;12;Krugiodendron ;ferreum;krufer;2;114.489.064;414.351;;;0.1203325;1.502.367.747;;;289;143.103.196;399.204.855
90;12;Lonchocarpus ;;loncho;3;6.504.334.706;27.160.875;;;;;;;289;143.103.196;399.204.855
90;12;Luehea;speciosa;luespe;8;261.106.416;758.512.125;264.017.384;0.341848748;0.082984505;2.254.502.892;-0.763735614;-313.921.265;289;143.103.196;399.204.855
90;12;Machaerium;biovulatum;macbio;7;3.459.789.546;1.035.405;;;0.079639;1.809.310.868;;;289;143.103.196;399.204.855
90;12;Manilkara;chicle;manchi;1;1.740.254.307;548.73;150.25;0.485314954;0.053649637;3.301.211.414;2.673.436.007;-301.521.096;289;143.103.196;399.204.855
90;12;Myrospermum ;frutescens;myrfru;8;477.238.888;1.191.652.875;;;0.1595195;1.287.139.074;4.3;-30.8;289;143.103.196;399.204.855
90;12;Pisonia;macranthocarpa;pismac;10;4.116.781.363;122.271.975;;;;;;;289;143.103.196;399.204.855
90;12;Pseudobombax;;pseudobom;1;7.246.235.591;26.826.975;;;;;;;289;143.103.196;399.204.855
90;12;Randia;subcordata;ransub;20;3.374.417.812;873.250.875;2.224.347.691;0.324796234;0.074826736;1.653.606.801;312.252.491;-2.908.525.757;289;143.103.196;399.204.855
90;12;Randia ; karstenii;rancar;1;194.730.644;8.575.875;;;;;;;289;143.103.196;399.204.855
90;12;Sapranthus;palanga;sappal;12;1.385.321.671;523.049.625;259.577.195;0.291982355;0.201260363;1.051.132.493;259.808.939;-3.186.776.833;289;143.103.196;399.204.855
90;12;Semialarium;mexicanum;hemmex;16;5.899.092.061;16.354.485;1.387.280.809;0.313159402;;;;;289;143.103.196;399.204.855
90;12;Simarouba;glauca;simgla;1;9.447.024.119;35.350.875;;;;;;;289;143.103.196;399.204.855
90;12;Spondias ;mombin;spomom;1;3.511.507.021;905.002.875;;;;;;;289;143.103.196;399.204.855
90;12;Stemmadenia;obovata;steobo;6;6.677.820.994;23.676.975;3.651.515.152;0.219311621;;1.068.028.475;4.565.335.178;-2.809.567.101;289;143.103.196;399.204.855
90;12;Tabebuea;ochracea;taboch;7;2.402.560.895;966.735;2.543.525.155;0.33741291;0.155633368;1.006.251.994;1.876.977.735;-3.070.583.252;289;143.103.196;399.204.855
90;12;Ficus;;fig;1;2.220.342.403;9.646.875;;;;;;;289;143.103.196;399.204.855
90;12;Tetracera;volubilis;tetvol;1;5.601.229.963;22.120.875;25.831.863;0.276635991;0.121439923;1.948.494.624;1.930.675.569;-329.043.988;289;143.103.196;399.204.855
90;12;Randia;monantha;;2;8.029.358.674;251.503.875;;;;;;;289;143.103.196;399.204.855
120;13;Acacia;collinsii;acacol;1;1.818.162.373;8.064;;;;;;;243;1.422.200.374;3.573.299.363
120;13;Astronium;graveolens ;astgra;2;1.198.945.612;4.650.975;278.8;;0.100536737;26.2;-1.3;-31.8;243;1.422.200.374;3.573.299.363
120;13;Tabebuea;ochracea;taboch;3;7.945.118.154;2.636.235;2.543.525.155;0.33741291;0.155633368;1.006.251.994;1.876.977.735;-3.070.583.252;243;1.422.200.374;3.573.299.363
120;13;Brosimum ;alicastrum;broali;7;4.681.738.677;17.714.025;157.3;0.425457941;0.086152574;25.9;0.6;-31.6;243;1.422.200.374;3.573.299.363
120;13;Calycophyllum;candidissimum;calcan;2;8.358.773.835;33.894;;;;;;;243;1.422.200.374;3.573.299.363
120;13;Casearia;sylvestris ;cassyl;2;338.405.117;118.983.375;2.148.703.296;0.307936055;0.124110098;1.456.351.412;-0.15720577;-3.201.232.475;243;1.422.200.374;3.573.299.363
120;13;Cecropia;peltata;cecpel;2;1.443.091.067;5.539.275;;;;;;;243;1.422.200.374;3.573.299.363
120;13;Chomelia;spinosa;chospi;1;1.574.449.053;70.875;;;;;;;243;1.422.200.374;3.573.299.363
120;13;Dipterodendron;costaricensis;dipcos;4;8.277.953.421;2.019.835.125;132.2;;0.079935738;21.6;-1;-30.3;243;1.422.200.374;3.573.299.363
120;13;Enterolobium;cyclocarpum;entcyc;1;240.350.189;6.441.435;;;;;;;243;1.422.200.374;3.573.299.363
120;13;Faramea;occidentalis;farocc;2;533.452.347;22.743;1.561.166.716;0.384425793;0.078802228;23.4;-0.5;-31.5;243;1.422.200.374;3.573.299.363
120;13;Guettarda;macrosperma ;guamac;2;1.424.204.347;413.406;;;;;;;243;1.422.200.374;3.573.299.363
120;13;Hirtella;racemosa;hirrac;43;1.966.727.093;76.455.225;1.201.208.333;0.401122924;0.101117487;19.2;-0.4;-31.1;243;1.422.200.374;3.573.299.363
120;13;Hymenaea;courbaril;hymcou;2;8.303.728.553;2.082.661.875;;;;;;;243;1.422.200.374;3.573.299.363
120;13;Luehea;speciosa;luespe;2;1.051.619.022;2.484.444.375;264.017.384;0.341848748;0.082984505;2.254.502.892;-0.763735614;-313.921.265;243;1.422.200.374;3.573.299.363
120;13;Malpighia;glabra;malgla;47;3.745.491.191;1.373.770.125;1.420.524.804;0.463743049;0.075320062;278.139.063;209.150.701;-3.322.893.814;243;1.422.200.374;3.573.299.363
120;13;Manilkara;chicle;manchi;8;4.162.548.411;986.909.175;1.153.816.821;0.413329613;0.054973963;2.688.873.427;1.098.771.103;-3.178.734.879;243;1.422.200.374;3.573.299.363
120;13;Mouriri;myrtilloides;moumyr;45;5.035.343.755;1.777.647.375;1.595.499.608;0.442967715;0.087771447;252.583;;-331.401;243;1.422.200.374;3.573.299.363
120;13;Ocotea;veraguensis;ocover;1;2.411.718.402;819.315;2.251.949.495;;0.069819947;23.4;-0.4;-31.2;243;1.422.200.374;3.573.299.363
120;13;Picramnia ;quaternaria;picqua;9;6.497.347.072;246.542.625;195.714.597;0.434567666;0.104919853;1.910.601.909;2.207.902.365;-3.332.553.009;243;1.422.200.374;3.573.299.363
120;13;Randia;subcordata;ransub;2;6.649.060.507;27.601.875;;;;;;;243;1.422.200.374;3.573.299.363
120;13;Sebastiania ;pavoniana;sebpav;10;1.075.394.703;377.834.625;1.713.781.772;0.415754383;0.082246063;1.390.029.276;0.013921144;-3.035.162.056;243;1.422.200.374;3.573.299.363
120;13;Sloanea;terniflora;sloter;3;8.428.039.149;20.251.035;1.271.876.228;;0.064495399;25.2;-0.2;-30.8;243;1.422.200.374;3.573.299.363
120;13;Ficus;;stranfig;13;4.496.654.711;10.239.327;;;;;;;243;1.422.200.374;3.573.299.363
120;13;Tetracera;volubilis;tetvol;29;1.457.881.112;571.662;3.079.108.931;0.245093458;0.144934107;1.615.978.024;0.827061124;-3.234.688.858;243;1.422.200.374;3.573.299.363
120;14;Alibertia ;edulis;aliedu;3;4.326.436.605;1.960.875;1.303.512.675;0.384820558;0.077098237;2.102.328.181;0.619483371;-3.111.441.456;223;2.362.995.449;5.345.249.963
120;14;Annona;purpurea ;annpur;1;3.728.022.905;121.086;3.639.125.683;;0.103011769;18.7;-0.1;-31.5;223;2.362.995.449;5.345.249.963
120;14;Brosimum ;alicastrum;broali;21;4.114.899.128;90.051.255;1.764.540.959;0.425457941;0.086152574;2.592.832.494;;-3.155.764.526;223;2.362.995.449;5.345.249.963
120;14;Bursera;simaruba;bursim;1;1.288.316.388;46.690.875;2.033.617.275;0.241431789;0.169781997;1.308.879.774;0.964060743;-318.976.548;223;2.362.995.449;5.345.249.963
120;14;Calycophyllum;candidissimum;calcan;5;6.213.028.238;222.791.625;3.551.358.465;0.180176377;;;;;223;2.362.995.449;5.345.249.963
120;14;Castilla ;elastica;casela;5;733.453.677;193.827.375;1.647.466.283;0.246595786;0.100027924;2.190.827.439;;-2.839.787.033;223;2.362.995.449;5.345.249.963
120;14;Coccoloba ;guanacastensis;cocgua;21;3.548.598.132;12.018.825;1.514.405.143;0.456174432;0.085994104;1.812.249.739;3.000.729.017;-3.366.170.792;223;2.362.995.449;5.345.249.963
120;14;Cordia;panamensis;corpan;1;1.325.925.668;479.115;2.910.913.978;;0.096017128;16.3;0;-31;223;2.362.995.449;5.345.249.963
120;14;Cupania;guatemalensis;cupgua;3;1.433.122.565;4.530.015;1.830.742.424;;0.121618168;16;0.8;-31.9;223;2.362.995.449;5.345.249.963
120;14;Guettarda;macrosperma ;guamac;2;2.184.252.362;79.128;369.6;;0.1;18.3;0.5;-34;223;2.362.995.449;5.345.249.963
120;14;Hymenaea;courbaril;hymcou;5;1.275.485.891;2.604.926.363;120.9;;0.061577816;24.4;-0.8;-30.8;223;2.362.995.449;5.345.249.963
120;14;Ixora;floribunda;ixoflo;3;4.946.495.943;174.013.875;1.270.411.646;0.358056117;;;;;223;2.362.995.449;5.345.249.963
120;14;Malpighia;glabra;malgla;12;3.821.291.732;157.460.625;1.445.693.556;0.407812007;0.075320062;278.139.063;209.150.701;-3.322.893.814;223;2.362.995.449;5.345.249.963
120;14;Lonchocarpus ;;loncho;1;823.526.615;31.255.875;;;;;;;223;2.362.995.449;5.345.249.963
120;14;Manilkara;chicle;manchi;8;3.722.218.858;1.049.241.375;1.211.904.983;0.392717718;0.054973963;2.688.873.427;1.098.771.103;-3.178.734.879;223;2.362.995.449;5.345.249.963
120;14;Mouriri;myrtilloides;moumyr;100;8.584.564.889;30.985.605;1.595.499.608;0.442967715;0.087771447;2.525.830.575;;-3.314.011.169;223;2.362.995.449;5.345.249.963
120;14;Picramnia ;quaternaria;picqua;12;9.194.660.856;341.688.375;2.140.532.054;0.387852405;0.104919853;1.910.601.909;2.207.902.365;-3.332.553.009;223;2.362.995.449;5.345.249.963
120;14;Samanea ;saman;samsam;1;2.213.301.388;47.177.235;;;;;;;223;2.362.995.449;5.345.249.963
120;14;Tabebuea;ochracea;taboch;1;8.665.057.243;257.992.875;2.543.525.155;0.33741291;0.155633368;1.006.251.994;1.876.977.735;-3.070.583.252;223;2.362.995.449;5.345.249.963
120;14;Spondias ;mombin;spomom;2;879.519.907;2.151.835.875;;;0.113745;18.8;3.4;-30.3;223;2.362.995.449;5.345.249.963
120;14;Ficus;;stranfig;5;5.041.685.126;1.466.128.125;;;;;;;223;2.362.995.449;5.345.249.963
120;14;Pseudobombax;sudobomb;pseudobom;1;1.860.941.909;512.071.875;;;;;;;223;2.362.995.449;5.345.249.963
120;14;Acosmium;panamense;acopan;3;5.786.620.898;19.014.975;;;;;;;223;2.362.995.449;5.345.249.963
120;14;Tetracera;volubilis;tetvol;5;1.745.064.637;71.701.875;3.070.473.148;0.254156362;0.144934107;1.615.978.024;0.827061124;-3.234.688.858;223;2.362.995.449;5.345.249.963
120;14;Zanthoxylum;setulosum;zanset;1;1.325.925.668;479.115;2.308.944.785;;0.118434265;20.6;0.5;-29.2;223;2.362.995.449;5.345.249.963
